[internationalizedtext.cpp:1190]: Text-log for language: ENGLISH
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "CYP_demand_independence_desc" found.
[internationalizedtext.cpp:1230]: Empty key "CYP_UDI_title" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTB181040" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC181042" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA181042" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "EVTDESC201000" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA201000" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTB201000" found.
[internationalizedtext.cpp:1230]: Empty key "EVTNAME201002" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC201002" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTB201002" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "EVTDESC9100" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA9100" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA9103" found.
[internationalizedtext.cpp:1230]: Empty key "EVTNAME9104" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC9104" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA9104" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "EVTNAME9101" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC9101" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA9101" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTB9101" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTC9101" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "EVTOPTB144980" found.
[internationalizedtext.cpp:1230]: Empty key "EVTNAME170985" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTC170985" found.
[internationalizedtext.cpp:1230]: Empty key "EVTNAME349980" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC349980" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTB349980" found.
[internationalizedtext.cpp:1230]: Empty key "EVTNAME349981" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC349981" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA349981" found.
[internationalizedtext.cpp:1230]: Empty key "demand_WPA_from_HOL_INO_title" found.
[internationalizedtext.cpp:1230]: Empty key "demand_WPA_from_HOL_INO_desc" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA213000" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTB213000" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "EVTNAME219006" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC219006" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA219006" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTB219006" found.
[internationalizedtext.cpp:1230]: Empty key "EVTNAME219007" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC219007" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA219007" found.
[internationalizedtext.cpp:1230]: Empty key "EVTNAME219008" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC219008" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA219008" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTB219008" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "EVTNAME354230" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC354230" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA354230" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTB354230" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC354232" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA354232" found.
[internationalizedtext.cpp:1230]: Empty key "EVTNAME354233" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC354233" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA354233" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "EVTNAME362000" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC362000" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA362000" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTB362000" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "mod_UN_women_and_children_in_war_declaration_failure_delay" found.
[internationalizedtext.cpp:1230]: Empty key "mod_UN_women_and_children_in_war_declaration" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "EVTOPTC13100" found.
[internationalizedtext.cpp:1230]: Empty key "EVTNAME13101" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA13102" found.
[internationalizedtext.cpp:1230]: Empty key "EVTNAME13103" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC13103" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA13103" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "EVTDESC13110" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA13110" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "mod_UN_womens_rights_convention_failure_delay" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "mod_UN_womens_rights_convention_ratified" found.
[internationalizedtext.cpp:1230]: Empty key "mod_UN_womens_rights_convention_ratified_recently" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "dec_UN_raise_womens_rights_convention_title" found.
[internationalizedtext.cpp:1230]: Empty key "dec_UN_raise_womens_rights_convention_desc" found.
[internationalizedtext.cpp:1230]: Empty key "dec_UN_womens_rights_convention_disable_voting_notifications_title" found.
[internationalizedtext.cpp:1230]: Empty key "dec_UN_womens_rights_convention_disable_voting_notifications_desc" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "EVTOPTC11600" found.
[internationalizedtext.cpp:1230]: Empty key "EVTNAME11601" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1230]: Empty key "EVTNAME11610" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC11610" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTB11610" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC11612" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA11612" found.
[internationalizedtext.cpp:1230]: Empty key "EVTNAME11614" found.
[internationalizedtext.cpp:1230]: Empty key "EVTDESC11614" found.
[internationalizedtext.cpp:1230]: Empty key "EVTOPTA11614" found.
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "human_rights_agitation_timer".
[internationalizedtext.cpp:1206]: Duplicate text-key "human_rights_dissent".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
[internationalizedtext.cpp:1206]: Duplicate text-key "".
