province;red;green;blue;x;x
12850;216;81;207;PROV12850;x
12851;211;94;70;PROV12851;x
12852;110;109;48;PROV12852;x
12853;173;204;153;PROV12853;x
12854;68;34;169;PROV12854;x
12855;128;119;57;PROV12855;x
12856;68;237;252;PROV12856;x
12857;250;35;132;PROV12857;x
12858;193;150;254;PROV12858;x
12859;61;141;128;PROV12859;x
12860;93;92;153;PROV12860;x
12861;209;31;30;PROV12861;x
12862;130;133;222;PROV12862;x
12863;171;245;223;PROV12863;x
12864;84;153;191;PROV12864;x
12865;84;243;107;PROV12865;x
12866;139;221;76;PROV12866;x
12867;104;138;153;PROV12867;x
12868;210;172;213;PROV12868;x
12869;48;47;36;PROV12869;x
12870;127;36;147;PROV12870;x
12871;70;65;56;PROV12871;x
12872;159;114;235;PROV12872;x
12873;252;150;156;PROV12873;x
12874;164;186;205;PROV12874;x
12875;146;138;252;PROV12875;x
12876;92;101;209;PROV12876;x
12877;203;177;174;PROV12877;x
12878;82;243;209;PROV12878;x
12879;30;253;114;PROV12879;x
12880;72;111;116;PROV12880;x
12881;216;73;239;PROV12881;x
12882;105;43;117;PROV12882;x
12883;165;180;159;PROV12883;x
12884;127;141;101;PROV12884;x
12885;174;195;206;PROV12885;x
12886;202;94;63;PROV12886;x
12887;215;210;200;PROV12887;x
12888;82;179;113;PROV12888;x
12889;228;243;77;PROV12889;x
12890;102;158;115;PROV12890;x
12891;150;210;68;PROV12891;x
12892;69;203;142;PROV12892;x
12893;221;71;124;PROV12893;x
12894;165;182;175;PROV12894;x
12895;79;106;66;PROV12895;x
12896;103;162;78;PROV12896;x
12897;32;82;189;PROV12897;x
12898;81;111;155;PROV12898;x
12899;171;163;149;PROV12899;x
12900;155;132;55;PROV12900;x
12901;69;92;52;PROV12901;x
12902;73;231;186;PROV12902;x
12903;62;135;246;PROV12903;x
12904;93;236;52;PROV12904;x
12905;193;79;58;PROV12905;x
12906;54;32;103;PROV12906;x
12907;77;155;110;PROV12907;x
12908;254;99;105;PROV12908;x
12909;181;99;128;PROV12909;x
12910;168;152;70;PROV12910;x
12911;248;95;194;PROV12911;x
12912;99;125;120;PROV12912;x
12913;153;35;129;PROV12913;x
12914;135;70;57;PROV12914;x
12915;86;194;101;PROV12915;x
12916;166;142;61;PROV12916;x
12917;127;147;161;PROV12917;x
12918;76;107;232;PROV12918;x
12919;200;70;247;PROV12919;x
12920;201;147;162;PROV12920;x
12921;87;149;237;PROV12921;x
12922;206;100;170;PROV12922;x
12923;113;124;209;PROV12923;x
12924;193;155;251;PROV12924;x
12925;228;197;114;PROV12925;x
12926;164;202;242;PROV12926;x
12927;216;153;85;PROV12927;x
12928;127;207;143;PROV12928;x
12929;222;77;175;PROV12929;x
12930;74;135;123;PROV12930;x
12931;185;82;48;PROV12931;x
12932;107;188;246;PROV12932;x
12933;164;102;165;PROV12933;x
12934;116;197;132;PROV12934;x
12935;232;72;152;PROV12935;x
12936;183;151;225;PROV12936;x
12937;153;96;203;PROV12937;x
12938;138;35;149;PROV12938;x
12939;194;38;92;PROV12939;x
12940;66;103;217;PROV12940;x
12941;193;244;137;PROV12941;x
12942;43;254;129;PROV12942;x
12943;107;99;36;PROV12943;x
12944;213;40;39;PROV12944;x
12945;41;47;87;PROV12945;x
12946;96;97;93;PROV12946;x
12947;226;32;185;PROV12947;x
12948;77;209;122;PROV12948;x
12949;73;55;97;PROV12949;x
12950;64;80;123;PROV12950;x
12951;169;41;30;PROV12951;x
12952;226;218;72;PROV12952;x
12953;53;105;82;PROV12953;x
12954;219;194;85;PROV12954;x
12955;193;126;243;PROV12955;x
12956;92;128;195;PROV12956;x
12957;253;95;101;PROV12957;x
12958;62;145;65;PROV12958;x
12959;44;225;229;PROV12959;x
12960;62;92;147;PROV12960;x
12961;151;178;215;PROV12961;x
12962;171;127;35;PROV12962;x
12963;86;124;134;PROV12963;x
12964;51;203;181;PROV12964;x
12965;133;113;44;PROV12965;x
12966;66;134;183;PROV12966;x
12967;108;208;109;PROV12967;x
12968;198;65;239;PROV12968;x
12969;51;137;151;PROV12969;x
12970;220;212;247;PROV12970;x
12971;98;245;43;PROV12971;x
12972;189;97;46;PROV12972;x
12973;125;52;254;PROV12973;x
12974;237;35;33;PROV12974;x
12975;91;232;147;PROV12975;x
12976;174;183;62;PROV12976;x
12977;51;232;121;PROV12977;x
12978;75;208;138;PROV12978;x
12979;68;207;142;PROV12979;x
12980;230;149;245;PROV12980;x
12981;139;121;167;PROV12981;x
12982;142;207;212;PROV12982;x
12983;168;198;45;PROV12983;x
12984;252;196;112;PROV12984;x
12985;184;125;203;PROV12985;x
12986;105;137;88;PROV12986;x
12987;121;131;208;PROV12987;x
12988;118;199;234;PROV12988;x
12989;156;52;67;PROV12989;x
12990;159;151;144;PROV12990;x
12991;158;149;157;PROV12991;x
12992;39;128;168;PROV12992;x
12993;120;204;55;PROV12993;x
12994;190;36;240;PROV12994;x
12995;47;53;66;PROV12995;x
12996;38;146;112;PROV12996;x
12997;190;217;100;PROV12997;x
12998;67;50;177;PROV12998;x
12999;175;38;77;PROV12999;x
13000;210;174;252;PROV13000;x
13001;64;240;188;PROV13001;x
13002;222;101;175;PROV13002;x
13003;198;147;161;PROV13003;x
13004;209;223;189;PROV13004;x
13005;139;227;108;PROV13005;x
13006;246;187;218;PROV13006;x
13007;125;45;252;PROV13007;x
13008;244;83;226;PROV13008;x
13009;166;51;207;PROV13009;x
13010;61;200;200;PROV13010;x
13011;31;245;123;PROV13011;x
13012;52;220;69;PROV13012;x
13013;143;111;50;PROV13013;x
13014;66;100;202;PROV13014;x
13015;174;73;82;PROV13015;x
13016;225;192;171;PROV13016;x
13017;127;60;210;PROV13017;x
13018;246;209;93;PROV13018;x
13019;190;124;97;PROV13019;x
13020;211;162;82;PROV13020;x
13021;88;216;158;PROV13021;x
13022;124;102;79;PROV13022;x
13023;212;79;64;PROV13023;x
13024;163;207;237;PROV13024;x
13025;54;196;113;PROV13025;x
13026;179;195;113;PROV13026;x
13027;65;80;69;PROV13027;x
13028;248;40;65;PROV13028;x
13029;59;117;125;PROV13029;x
13030;223;233;139;PROV13030;x
13031;73;44;83;PROV13031;x
13032;140;130;120;PROV13032;x
13033;121;169;235;PROV13033;x
13034;175;112;31;PROV13034;x
13035;110;166;183;PROV13035;x
13036;239;62;222;PROV13036;x
13037;223;52;166;PROV13037;x
13038;119;165;233;PROV13038;x
13039;161;94;239;PROV13039;x
13040;208;240;148;PROV13040;x
13041;116;195;229;PROV13041;x
13042;128;235;181;PROV13042;x
13043;59;69;95;PROV13043;x
13044;247;198;165;PROV13044;x
13045;88;102;183;PROV13045;x
13046;64;203;206;PROV13046;x
13047;197;242;153;PROV13047;x
13048;236;254;210;PROV13048;x
13049;105;234;65;PROV13049;x
13050;136;167;184;PROV13050;x
13051;116;89;172;PROV13051;x
13052;57;237;185;PROV13052;x
13053;31;210;248;PROV13053;x
13054;157;230;108;PROV13054;x
13055;30;60;93;PROV13055;x
13056;80;127;146;PROV13056;x
13057;249;134;195;PROV13057;x
13058;49;155;56;PROV13058;x
13059;59;141;61;PROV13059;x
13060;235;227;42;PROV13060;x
13061;40;37;221;PROV13061;x
13062;50;196;62;PROV13062;x
13063;160;109;54;PROV13063;x
13064;159;209;30;PROV13064;x
13065;77;49;88;PROV13065;x
13066;60;200;200;PROV13066;x
13067;219;119;55;PROV13067;x
13068;170;173;182;PROV13068;x
13069;132;36;184;PROV13069;x
13070;208;139;69;PROV13070;x
13071;159;78;135;PROV13071;x
13072;87;64;254;PROV13072;x
13073;138;146;242;PROV13073;x
13074;62;227;236;PROV13074;x
13075;191;83;207;PROV13075;x
13076;120;245;239;PROV13076;x
13077;46;250;89;PROV13077;x
13078;86;222;32;PROV13078;x
13079;185;90;119;PROV13079;x
13080;184;56;202;PROV13080;x
13081;101;235;243;PROV13081;x
13082;79;173;225;PROV13082;x
13083;207;248;35;PROV13083;x
13084;120;71;151;PROV13084;x
13085;112;187;147;PROV13085;x
13086;73;234;119;PROV13086;x
13087;230;42;46;PROV13087;x
13088;199;191;144;PROV13088;x
13089;234;102;111;PROV13089;x
13090;133;157;228;PROV13090;x
13091;164;208;120;PROV13091;x
13092;69;215;247;PROV13092;x
13093;247;141;165;PROV13093;x
13094;236;167;252;PROV13094;x
13095;234;180;209;PROV13095;x
13096;193;229;64;PROV13096;x
13097;140;141;110;PROV13097;x
13098;30;209;43;PROV13098;x
13099;186;156;73;PROV13099;x
13100;129;100;100;PROV13100;x
13101;144;104;121;PROV13101;x
13102;61;211;117;PROV13102;x
13103;61;73;226;PROV13103;x
13104;155;80;123;PROV13104;x
13105;208;248;129;PROV13105;x
13106;48;220;40;PROV13106;x
13107;190;70;128;PROV13107;x
13108;76;248;45;PROV13108;x
13109;147;164;254;PROV13109;x
13110;106;138;89;PROV13110;x
13111;203;148;71;PROV13111;x
13112;161;202;224;PROV13112;x
13113;122;162;186;PROV13113;x
13114;242;76;215;PROV13114;x
13115;168;167;191;PROV13115;x
13116;63;194;60;PROV13116;x
13117;226;97;110;PROV13117;x
13118;105;168;77;PROV13118;x
13119;117;210;190;PROV13119;x
13120;167;206;187;PROV13120;x
13121;82;143;156;PROV13121;x
13122;66;142;47;PROV13122;x
13123;71;98;163;PROV13123;x
13124;197;238;38;PROV13124;x
13125;209;160;117;PROV13125;x
13126;152;169;208;PROV13126;x
13127;238;85;63;PROV13127;x
13128;57;200;200;PROV13128;x
13129;102;151;38;PROV13129;x
13130;214;79;47;PROV13130;x
13131;219;45;66;PROV13131;x
13132;234;71;50;PROV13132;x
13133;132;83;87;PROV13133;x
13134;239;149;93;PROV13134;x
13135;211;201;87;PROV13135;x
13136;230;81;225;PROV13136;x
13137;185;234;89;PROV13137;x
13138;200;234;178;PROV13138;x
13139;111;144;94;PROV13139;x
13140;194;166;189;PROV13140;x
13141;55;217;210;PROV13141;x
13142;189;61;165;PROV13142;x
13143;251;178;148;PROV13143;x
13144;167;211;79;PROV13144;x
13145;222;189;127;PROV13145;x
13146;62;195;112;PROV13146;x
13147;56;126;99;PROV13147;x
13148;67;59;99;PROV13148;x
13149;213;48;65;PROV13149;x
13150;143;152;182;PROV13150;x
13151;210;193;172;PROV13151;x
13152;153;214;187;PROV13152;x
13153;138;51;170;PROV13153;x
13154;177;233;157;PROV13154;x
13155;40;233;75;PROV13155;x
13156;80;78;203;PROV13156;x
13157;237;167;69;PROV13157;x
13158;119;242;187;PROV13158;x
13159;140;231;42;PROV13159;x
13160;129;137;56;PROV13160;x
13161;221;212;48;PROV13161;x
13162;162;98;229;PROV13162;x
13163;194;179;173;PROV13163;x
13164;196;134;148;PROV13164;x
13165;197;216;42;PROV13165;x
13166;76;203;70;PROV13166;x
13167;245;92;103;PROV13167;x
13168;233;228;55;PROV13168;x
13169;132;64;227;PROV13169;x
13170;30;252;75;PROV13170;x
13171;157;77;125;PROV13171;x
13172;131;140;90;PROV13172;x
13173;34;132;164;PROV13173;x
13174;100;141;154;PROV13174;x
13175;59;70;63;PROV13175;x
13176;175;176;56;PROV13176;x
13177;175;94;58;PROV13177;x
13178;227;138;74;PROV13178;x
13179;208;242;239;PROV13179;x
13180;247;59;64;PROV13180;x
13181;32;194;182;PROV13181;x
13182;206;72;100;PROV13182;x
13183;160;175;206;PROV13183;x
13184;204;204;187;PROV13184;x
13185;246;211;142;PROV13185;x
13186;201;110;188;PROV13186;x
13187;47;184;194;PROV13187;x
13188;81;177;152;PROV13188;x
13189;226;186;31;PROV13189;x
13190;232;153;110;PROV13190;x
13191;122;33;68;PROV13191;x
13192;81;30;102;PROV13192;x
13193;177;86;114;PROV13193;x
13194;249;110;139;PROV13194;x
13195;147;225;173;PROV13195;x
13196;207;130;60;PROV13196;x
13197;186;44;88;PROV13197;x
13198;166;90;117;PROV13198;x
13199;114;54;40;PROV13199;x
13200;146;115;182;PROV13200;x
13201;192;252;122;PROV13201;x
13202;246;215;67;PROV13202;x
13203;141;118;56;PROV13203;x
13204;50;150;241;PROV13204;x
13205;44;146;90;PROV13205;x
13206;227;113;50;PROV13206;x
13207;51;171;42;PROV13207;x
13208;254;123;106;PROV13208;x
13209;50;252;107;PROV13209;x
13210;95;172;31;PROV13210;x
13211;18;201;201;PROV13211;x
13212;160;124;253;PROV13212;x
13213;49;174;129;PROV13213;x
13214;80;118;125;PROV13214;x
13215;148;93;159;PROV13215;x
13216;54;240;91;PROV13216;x
13217;206;145;148;PROV13217;x
13218;85;124;198;PROV13218;x
13219;170;193;159;PROV13219;x
13220;46;226;217;PROV13220;x
13221;214;76;200;PROV13221;x
13222;54;109;110;PROV13222;x
13223;86;139;52;PROV13223;x
13224;92;207;193;PROV13224;x
13225;175;226;82;PROV13225;x
13226;172;136;59;PROV13226;x
13227;201;250;42;PROV13227;x
13228;46;143;56;PROV13228;x
13229;137;140;199;PROV13229;x
13230;241;245;185;PROV13230;x
13231;123;33;203;PROV13231;x
13232;167;120;72;PROV13232;x
13233;179;123;239;PROV13233;x
13234;79;222;130;PROV13234;x
13235;69;144;192;PROV13235;x
13236;209;165;153;PROV13236;x
13237;145;252;86;PROV13237;x
13238;130;99;230;PROV13238;x
13239;205;197;187;PROV13239;x
13240;174;172;223;PROV13240;x
13241;121;223;204;PROV13241;x
13242;245;38;136;PROV13242;x
13243;39;247;43;PROV13243;x
13244;74;152;57;PROV13244;x
13245;166;232;254;PROV13245;x
13246;119;183;229;PROV13246;x
13247;76;125;247;PROV13247;x
13248;128;248;189;PROV13248;x
13249;140;35;205;PROV13249;x
13250;47;135;34;PROV13250;x
13251;73;85;201;PROV13251;x
13252;202;68;220;PROV13252;x
13253;248;118;229;PROV13253;x
13254;213;154;242;PROV13254;x
13255;102;59;244;PROV13255;x
13256;242;55;178;PROV13256;x
13257;217;52;79;PROV13257;x
13258;177;108;210;PROV13258;x
13259;110;88;236;PROV13259;x
13260;190;107;209;PROV13260;x
13261;53;175;89;PROV13261;x
13262;240;170;192;PROV13262;x
13263;67;57;246;PROV13263;x
13264;153;31;200;PROV13264;x
13265;67;129;35;PROV13265;x
13266;188;238;107;PROV13266;x
13267;104;164;157;PROV13267;x
13268;47;246;225;PROV13268;x
13269;19;201;201;PROV13269;x
13270;165;54;238;PROV13270;x
13271;71;51;130;PROV13271;x
13272;250;193;131;PROV13272;x
13273;245;192;193;PROV13273;x
13274;48;161;201;PROV13274;x
13275;210;212;87;PROV13275;x
13276;65;235;136;PROV13276;x
13277;51;59;88;PROV13277;x
13278;60;116;198;PROV13278;x
13279;82;36;183;PROV13279;x
13280;118;232;200;PROV13280;x
13281;119;157;33;PROV13281;x
13282;38;112;235;PROV13282;x
13283;100;71;191;PROV13283;x
13284;159;197;76;PROV13284;x
13285;168;86;32;PROV13285;x
13286;210;92;64;PROV13286;x
13287;168;227;244;PROV13287;x
13288;221;144;249;PROV13288;x
13289;179;41;189;PROV13289;x
13290;187;198;187;PROV13290;x
13291;202;157;215;PROV13291;x
13292;248;184;34;PROV13292;x
13293;197;202;130;PROV13293;x
13294;107;220;193;PROV13294;x
13295;200;147;116;PROV13295;x
13296;42;146;60;PROV13296;x
13297;195;126;198;PROV13297;x
13298;149;204;34;PROV13298;x
13299;210;152;43;PROV13299;x
13300;38;113;100;PROV13300;x
13301;75;168;127;PROV13301;x
13302;116;175;156;PROV13302;x
13303;253;43;145;PROV13303;x
13304;188;91;37;PROV13304;x
13305;80;50;251;PROV13305;x
13306;163;167;149;PROV13306;x
13307;158;246;101;PROV13307;x
13308;243;83;207;PROV13308;x
13309;246;189;118;PROV13309;x
13310;75;181;225;PROV13310;x
13311;158;197;113;PROV13311;x
13312;82;216;143;PROV13312;x
13313;252;159;131;PROV13313;x
13314;46;130;200;PROV13314;x
13315;178;254;78;PROV13315;x
13316;243;190;122;PROV13316;x
13317;93;213;162;PROV13317;x
13318;184;229;89;PROV13318;x
13319;173;108;144;PROV13319;x
13320;159;69;181;PROV13320;x
13321;63;212;50;PROV13321;x
13322;118;63;190;PROV13322;x
13323;34;56;87;PROV13323;x
13324;113;71;175;PROV13324;x
13325;53;211;42;PROV13325;x
13326;214;57;172;PROV13326;x
13327;128;67;109;PROV13327;x
13328;66;54;202;PROV13328;x
13329;229;196;62;PROV13329;x
13330;49;138;80;PROV13330;x
13331;170;80;199;PROV13331;x
13332;182;57;159;PROV13332;x
13333;219;90;221;PROV13333;x
13334;142;238;164;PROV13334;x
13335;64;234;171;PROV13335;x
13336;242;161;48;PROV13336;x
13337;76;213;81;PROV13337;x
13338;226;61;32;PROV13338;x
13339;102;252;188;PROV13339;x
13340;103;143;122;PROV13340;x
13341;158;240;172;PROV13341;x
13342;37;198;246;PROV13342;x
13343;230;125;184;PROV13343;x
13344;138;249;221;PROV13344;x
13345;205;240;84;PROV13345;x
13346;199;31;74;PROV13346;x
13347;61;242;64;PROV13347;x
13348;43;228;180;PROV13348;x
13349;254;198;49;PROV13349;x
13350;197;110;59;PROV13350;x
13351;226;146;201;PROV13351;x
13352;129;238;252;PROV13352;x
13353;247;57;66;PROV13353;x
13354;179;41;65;PROV13354;x
13355;119;193;218;PROV13355;x
13356;114;51;75;PROV13356;x
13357;203;157;250;PROV13357;x
13358;143;72;156;PROV13358;x
13359;87;145;42;PROV13359;x
13360;247;37;254;PROV13360;x
13361;227;63;45;PROV13361;x
13362;154;166;133;PROV13362;x
13363;86;207;228;PROV13363;x
13364;37;136;230;PROV13364;x
13365;67;207;233;PROV13365;x
13366;50;220;56;PROV13366;x
13367;114;93;200;PROV13367;x
13368;107;254;69;PROV13368;x
13369;59;230;64;PROV13369;x
13370;162;100;207;PROV13370;x
13371;208;225;184;PROV13371;x
13372;252;233;214;PROV13372;x
13373;38;132;105;PROV13373;x
13374;232;183;132;PROV13374;x
13375;32;41;232;PROV13375;x
13376;168;149;238;PROV13376;x
13377;158;38;224;PROV13377;x
13378;181;214;207;PROV13378;x
13379;194;212;130;PROV13379;x
13380;228;85;118;PROV13380;x
13381;165;166;76;PROV13381;x
13382;252;98;165;PROV13382;x
13383;35;183;109;PROV13383;x
13384;36;223;182;PROV13384;x
13385;47;130;100;PROV13385;x
13386;191;89;108;PROV13386;x
13387;106;145;110;PROV13387;x
13388;80;34;92;PROV13388;x
13389;237;57;40;PROV13389;x
13390;231;88;51;PROV13390;x
13391;114;65;77;PROV13391;x
13392;241;96;47;PROV13392;x
13393;86;35;198;PROV13393;x
13394;97;163;220;PROV13394;x
13395;159;152;70;PROV13395;x
13396;71;164;114;PROV13396;x
13397;137;32;152;PROV13397;x
13398;52;152;194;PROV13398;x
13399;38;114;161;PROV13399;x
13400;239;45;70;PROV13400;x
13401;154;59;125;PROV13401;x
13402;87;176;187;PROV13402;x
13403;135;60;63;PROV13403;x
13404;82;135;84;PROV13404;x
13405;164;38;237;PROV13405;x
13406;145;176;137;PROV13406;x
13407;52;195;148;PROV13407;x
13408;180;124;86;PROV13408;x
13409;153;92;168;PROV13409;x
13410;137;233;236;PROV13410;x
13411;140;102;244;PROV13411;x
13412;157;197;133;PROV13412;x
13413;125;101;230;PROV13413;x
13414;137;190;134;PROV13414;x
13415;81;84;151;PROV13415;x
13416;97;142;143;PROV13416;x
13417;212;148;193;PROV13417;x
13418;54;217;104;PROV13418;x
13419;177;228;190;PROV13419;x
13420;69;188;114;PROV13420;x
13421;49;253;81;PROV13421;x
13422;81;196;63;PROV13422;x
13423;133;49;105;PROV13423;x
13424;161;169;34;PROV13424;x
13425;55;180;115;PROV13425;x
13426;73;116;140;PROV13426;x
13427;58;200;200;PROV13427;x
13428;198;86;167;PROV13428;x
13429;145;117;192;PROV13429;x
13430;118;32;135;PROV13430;x
13431;76;108;128;PROV13431;x
13432;99;163;129;PROV13432;x
13433;150;134;132;PROV13433;x
13434;165;248;103;PROV13434;x
13435;220;38;110;PROV13435;x
13436;178;179;56;PROV13436;x
13437;127;189;218;PROV13437;x
13438;193;45;81;PROV13438;x
13439;97;216;129;PROV13439;x
13440;71;200;200;PROV13440;x
13441;98;233;102;PROV13441;x
13442;242;210;222;PROV13442;x
13443;92;101;101;PROV13443;x
13444;125;78;206;PROV13444;x
13445;64;235;123;PROV13445;x
13446;119;117;246;PROV13446;x
13447;62;195;108;PROV13447;x
13448;109;204;173;PROV13448;x
13449;165;179;132;PROV13449;x
13450;250;31;202;PROV13450;x
13451;254;224;63;PROV13451;x
13452;78;96;45;PROV13452;x
13453;30;233;82;PROV13453;x
13454;143;115;108;PROV13454;x
13455;210;32;141;PROV13455;x
13456;41;158;65;PROV13456;x
13457;213;233;129;PROV13457;x
13458;138;148;160;PROV13458;x
13459;230;244;59;PROV13459;x
13460;183;107;61;PROV13460;x
13461;120;97;99;PROV13461;x
13462;153;125;108;PROV13462;x
13463;172;240;168;PROV13463;x
13464;108;118;138;PROV13464;x
13465;194;174;110;PROV13465;x
13466;254;154;202;PROV13466;x
13467;61;153;50;PROV13467;x
13468;97;67;53;PROV13468;x
13469;103;146;105;PROV13469;x
13470;157;102;107;PROV13470;x
13471;240;102;155;PROV13471;x
13472;50;52;47;PROV13472;x
13473;38;86;161;PROV13473;x
13474;63;123;172;PROV13474;x
13475;151;134;144;PROV13475;x
13476;245;198;229;PROV13476;x
13477;80;230;119;PROV13477;x
13478;112;151;208;PROV13478;x
13479;41;53;60;PROV13479;x
13480;75;80;234;PROV13480;x
13481;32;45;168;PROV13481;x
13482;91;123;45;PROV13482;x
13483;237;173;151;PROV13483;x
13484;92;246;97;PROV13484;x
13485;70;253;59;PROV13485;x
13486;132;201;188;PROV13486;x
13487;164;113;202;PROV13487;x
13488;131;106;126;PROV13488;x
13489;241;218;35;PROV13489;x
13490;34;89;40;PROV13490;x
13491;128;37;55;PROV13491;x
13492;51;71;153;PROV13492;x
13493;95;65;163;PROV13493;x
13494;151;105;57;PROV13494;x
13495;91;143;222;PROV13495;x
13496;205;128;141;PROV13496;x
13497;177;65;105;PROV13497;x
13498;177;52;118;PROV13498;x
13499;141;220;116;PROV13499;x
13500;82;52;131;PROV13500;x
13501;177;144;82;PROV13501;x
13502;68;150;158;PROV13502;x
13503;170;218;241;PROV13503;x
13504;75;63;226;PROV13504;x
13505;146;211;167;PROV13505;x
13506;212;215;183;PROV13506;x
13507;185;229;65;PROV13507;x
13508;220;205;130;PROV13508;x
13509;146;138;133;PROV13509;x
13510;104;184;137;PROV13510;x
13511;133;42;43;PROV13511;x
13512;62;229;216;PROV13512;x
13513;230;53;247;PROV13513;x
13514;94;65;164;PROV13514;x
13515;154;131;32;PROV13515;x
13516;134;61;96;PROV13516;x
13517;206;184;35;PROV13517;x
13518;188;152;78;PROV13518;x
13519;96;211;194;PROV13519;x
13520;206;176;41;PROV13520;x
13521;55;95;63;PROV13521;x
13522;133;197;50;PROV13522;x
13523;212;114;236;PROV13523;x
13524;206;236;191;PROV13524;x
13525;190;121;194;PROV13525;x
13526;155;96;103;PROV13526;x
13527;128;42;107;PROV13527;x
13528;67;153;254;PROV13528;x
13529;132;200;145;PROV13529;x
13530;220;220;47;PROV13530;x
13531;52;53;131;PROV13531;x
13532;236;68;224;PROV13532;x
13533;131;51;189;PROV13533;x
13534;236;176;202;PROV13534;x
13535;114;254;202;PROV13535;x
13536;98;252;60;PROV13536;x
13537;139;196;145;PROV13537;x
13538;121;108;164;PROV13538;x
13539;188;243;196;PROV13539;x
13540;64;31;252;PROV13540;x
13541;159;247;148;PROV13541;x
13542;219;184;213;PROV13542;x
13543;90;209;82;PROV13543;x
13544;168;146;121;PROV13544;x
13545;160;207;153;PROV13545;x
13546;81;63;202;PROV13546;x
13547;114;111;54;PROV13547;x
13548;157;185;200;PROV13548;x
13549;222;77;80;PROV13549;x
13550;192;106;183;PROV13550;x
13551;244;38;73;PROV13551;x
13552;233;169;172;PROV13552;x
13553;73;237;223;PROV13553;x
13554;80;75;165;PROV13554;x
13555;123;91;253;PROV13555;x
13556;42;123;162;PROV13556;x
13557;31;197;211;PROV13557;x
13558;55;230;69;PROV13558;x
13559;192;106;86;PROV13559;x
13560;82;92;54;PROV13560;x
13561;158;136;197;PROV13561;x
13562;137;87;233;PROV13562;x
13563;238;179;48;PROV13563;x
13564;44;239;114;PROV13564;x
13565;80;142;61;PROV13565;x
13566;48;215;89;PROV13566;x
13567;102;231;170;PROV13567;x
13568;166;231;227;PROV13568;x
13569;215;74;231;PROV13569;x
13570;177;135;207;PROV13570;x
13571;234;245;174;PROV13571;x
13572;198;176;193;PROV13572;x
13573;223;241;33;PROV13573;x
13574;49;59;198;PROV13574;x
13575;143;241;212;PROV13575;x
13576;127;229;118;PROV13576;x
13577;38;174;145;PROV13577;x
13578;251;235;115;PROV13578;x
13579;139;247;159;PROV13579;x
13580;225;177;43;PROV13580;x
13581;31;91;73;PROV13581;x
13582;96;65;248;PROV13582;x
13583;195;137;221;PROV13583;x
13584;122;79;229;PROV13584;x
13585;85;82;202;PROV13585;x
13586;226;52;244;PROV13586;x
13587;44;118;99;PROV13587;x
13588;143;168;216;PROV13588;x
13589;91;237;40;PROV13589;x
13590;89;89;183;PROV13590;x
13591;64;253;93;PROV13591;x
13592;245;48;223;PROV13592;x
13593;154;77;206;PROV13593;x
13594;218;186;122;PROV13594;x
13595;152;170;124;PROV13595;x
13596;171;196;182;PROV13596;x
13597;168;167;225;PROV13597;x
13598;169;210;88;PROV13598;x
13599;199;143;177;PROV13599;x
13600;112;34;82;PROV13600;x
13601;238;136;77;PROV13601;x
13602;67;88;80;PROV13602;x
13603;234;102;229;PROV13603;x
13604;67;80;186;PROV13604;x
13605;231;245;253;PROV13605;x
13606;121;174;71;PROV13606;x
13607;113;175;177;PROV13607;x
13608;213;149;72;PROV13608;x
13609;35;76;160;PROV13609;x
13610;75;114;111;PROV13610;x
13611;74;35;131;PROV13611;x
13612;179;245;114;PROV13612;x
13613;154;109;194;PROV13613;x
13614;38;160;48;PROV13614;x
13615;158;188;59;PROV13615;x
13616;186;168;99;PROV13616;x
13617;135;186;161;PROV13617;x
13618;171;77;168;PROV13618;x
13619;194;220;240;PROV13619;x
13620;112;216;47;PROV13620;x
13621;166;132;108;PROV13621;x
13622;38;151;81;PROV13622;x
13623;212;143;109;PROV13623;x
13624;120;175;35;PROV13624;x
13625;172;65;130;PROV13625;x
13626;112;243;30;PROV13626;x
13627;65;94;218;PROV13627;x
13628;90;52;66;PROV13628;x
13629;245;37;198;PROV13629;x
13630;200;101;190;PROV13630;x
13631;230;72;147;PROV13631;x
13632;177;126;58;PROV13632;x
13633;194;150;67;PROV13633;x
13634;233;229;55;PROV13634;x
13635;245;45;41;PROV13635;x
13636;156;254;41;PROV13636;x
13637;68;111;231;PROV13637;x
13638;239;76;152;PROV13638;x
13639;83;105;109;PROV13639;x
13640;72;47;144;PROV13640;x
13641;174;145;132;PROV13641;x
13642;142;249;194;PROV13642;x
13643;102;173;123;PROV13643;x
13644;218;87;120;PROV13644;x
13645;193;100;37;PROV13645;x
13646;54;119;37;PROV13646;x
13647;187;162;244;PROV13647;x
13648;213;245;250;PROV13648;x
13649;249;124;50;PROV13649;x
13650;203;152;133;PROV13650;x
13651;178;125;217;PROV13651;x
13652;238;100;155;PROV13652;x
13653;163;43;35;PROV13653;x
13654;101;221;193;PROV13654;x
13655;138;50;244;PROV13655;x
13656;62;144;34;PROV13656;x
13657;102;47;182;PROV13657;x
13658;136;205;134;PROV13658;x
13659;81;215;154;PROV13659;x
13660;136;147;155;PROV13660;x
13661;174;153;51;PROV13661;x
13662;244;70;217;PROV13662;x
13663;137;146;105;PROV13663;x
13664;81;105;224;PROV13664;x
13665;36;217;234;PROV13665;x
13666;112;187;139;PROV13666;x
13667;135;182;97;PROV13667;x
13668;57;159;190;PROV13668;x
13669;34;220;156;PROV13669;x
13670;106;134;120;PROV13670;x
13671;192;254;140;PROV13671;x
