#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
PROV15673;South Pacific Ocean #179;;;;;;;;;;;;;x
PROV15674;Santa Barbara Channel;;;;;;;;;;;;;x
PROV15675;Northeast Pacific Basin #130;;;;;;;;;;;;;x
PROV15676;Northeast Pacific Basin #131;;;;;;;;;;;;;x
PROV15677;Northeast Pacific Basin #132;;;;;;;;;;;;;x
PROV15678;Northeast Pacific Basin #133;;;;;;;;;;;;;x
PROV15679;Northeast Pacific Basin #134;;;;;;;;;;;;;x
PROV15680;East Pacific Ocean #101;;;;;;;;;;;;;x
PROV15681;East Pacific Ocean #102;;;;;;;;;;;;;x
PROV15682;East Pacific Ocean #103;;;;;;;;;;;;;x
PROV15683;East Pacific Ocean #104;;;;;;;;;;;;;x
PROV15684;East Pacific Ocean #105;;;;;;;;;;;;;x
PROV15685;East Pacific Ocean #106;;;;;;;;;;;;;x
PROV15686;East Pacific Ocean #107;;;;;;;;;;;;;x
PROV15687;East Pacific Ocean #108;;;;;;;;;;;;;x
PROV15688;East Pacific Ocean #109;;;;;;;;;;;;;x
PROV15689;East Pacific Ocean #110;;;;;;;;;;;;;x
PROV15690;East Pacific Ocean #111;;;;;;;;;;;;;x
PROV15691;East Pacific Ocean #112;;;;;;;;;;;;;x
PROV15692;East Pacific Ocean #113;;;;;;;;;;;;;x
PROV15693;East Pacific Ocean #114;;;;;;;;;;;;;x
PROV15694;East Pacific Ocean #115;;;;;;;;;;;;;x
PROV15695;South Pacific Ocean #180;;;;;;;;;;;;;x
PROV15696;South Pacific Ocean #181;;;;;;;;;;;;;x
PROV15697;South Pacific Ocean #182;;;;;;;;;;;;;x
PROV15698;South Pacific Ocean #183;;;;;;;;;;;;;x
PROV15699;South Pacific Ocean #184;;;;;;;;;;;;;x
PROV15700;South Pacific Ocean #185;;;;;;;;;;;;;x
PROV15701;South Pacific Ocean #186;;;;;;;;;;;;;x
PROV15702;South Pacific Ocean #187;;;;;;;;;;;;;x
PROV15703;South Pacific Ocean #188;;;;;;;;;;;;;x
PROV15704;South Pacific Ocean #189;;;;;;;;;;;;;x
PROV15705;Gulf of Santa Catalina;;;;;;;;;;;;;x
PROV15706;Northeast Pacific Basin #136;;;;;;;;;;;;;x
PROV15707;Northeast Pacific Basin #137;;;;;;;;;;;;;x
PROV15708;Northeast Pacific Basin #138;;;;;;;;;;;;;x
PROV15709;Northeast Pacific Basin #139;;;;;;;;;;;;;x
PROV15710;Northeast Pacific Basin #140;;;;;;;;;;;;;x
PROV15711;East Pacific Ocean #118;;;;;;;;;;;;;x
PROV15712;East Pacific Ocean #119;;;;;;;;;;;;;x
PROV15713;Guatemala Basin #1;;;;;;;;;;;;;x
PROV15714;East Pacific Ocean #121;;;;;;;;;;;;;x
PROV15715;East Pacific Ocean #122;;;;;;;;;;;;;x
PROV15716;East Pacific Ocean #123;;;;;;;;;;;;;x
PROV15717;East Pacific Ocean #124;;;;;;;;;;;;;x
PROV15718;East Pacific Ocean #125;;;;;;;;;;;;;x
PROV15719;East Pacific Ocean #126;;;;;;;;;;;;;x
PROV15720;East Pacific Ocean #127;;;;;;;;;;;;;x
PROV15721;East Pacific Ocean #128;;;;;;;;;;;;;x
PROV15722;East Pacific Ocean #129;;;;;;;;;;;;;x
PROV15723;East Pacific Ocean #130;;;;;;;;;;;;;x
PROV15724;East Pacific Ocean #131;;;;;;;;;;;;;x
PROV15725;South Pacific Ocean #190;;;;;;;;;;;;;x
PROV15726;South Pacific Ocean #191;;;;;;;;;;;;;x
PROV15727;South Pacific Ocean #192;;;;;;;;;;;;;x
PROV15728;South Pacific Ocean #193;;;;;;;;;;;;;x
PROV15729;South Pacific Ocean #194;;;;;;;;;;;;;x
PROV15730;South Pacific Ocean #195;;;;;;;;;;;;;x
PROV15731;South Pacific Ocean #196;;;;;;;;;;;;;x
PROV15732;South Pacific Ocean #197;;;;;;;;;;;;;x
PROV15733;South Pacific Ocean #198;;;;;;;;;;;;;x
PROV15734;South Pacific Ocean #199;;;;;;;;;;;;;x
PROV15735;Sebastian Vizcaino Bay;;;;;;;;;;;;;x
PROV15736;Northeast Pacific Basin #141;;;;;;;;;;;;;x
PROV15737;Guatemala Basin #2;;;;;;;;;;;;;x
PROV15738;Guatemala Basin #3;;;;;;;;;;;;;x
PROV15739;Guatemala Basin #4;;;;;;;;;;;;;x
PROV15740;Guatemala Basin #5;;;;;;;;;;;;;x
PROV15741;Guatemala Basin #6;;;;;;;;;;;;;x
PROV15742;Guatemala Basin #7;;;;;;;;;;;;;x
PROV15743;Guatemala Basin #8;;;;;;;;;;;;;x
PROV15744;Guatemala Basin #9;;;;;;;;;;;;;x
PROV15745;East Pacific Ocean #167;;;;;;;;;;;;;x
PROV15746;East Pacific Ocean #166;;;;;;;;;;;;;x
PROV15747;East Pacific Ocean #163;;;;;;;;;;;;;x
PROV15748;East Pacific Ocean #162;;;;;;;;;;;;;x
PROV15749;East Pacific Ocean #159;;;;;;;;;;;;;x
PROV15750;East Pacific Ocean #158;;;;;;;;;;;;;x
PROV15751;East Pacific Ocean #155;;;;;;;;;;;;;x
PROV15752;East Pacific Ocean #132;;;;;;;;;;;;;x
PROV15753;South Pacific Ocean #200;;;;;;;;;;;;;x
PROV15754;South Pacific Ocean #201;;;;;;;;;;;;;x
PROV15755;South Pacific Ocean #202;;;;;;;;;;;;;x
PROV15756;South Pacific Ocean #203;;;;;;;;;;;;;x
PROV15757;South Pacific Ocean #204;;;;;;;;;;;;;x
PROV15758;South Pacific Ocean #205;;;;;;;;;;;;;x
PROV15759;South Pacific Ocean #206;;;;;;;;;;;;;x
PROV15760;South Pacific Ocean #207;;;;;;;;;;;;;x
PROV15761;South Pacific Ocean #208;;;;;;;;;;;;;x
PROV15762;South Pacific Ocean #209;;;;;;;;;;;;;x
PROV15763;Northern Gulf of California;;;;;;;;;;;;;x
PROV15764;Magdalena Bay;;;;;;;;;;;;;x
PROV15765;Guatemala Basin #10;;;;;;;;;;;;;x
PROV15766;Guatemala Basin #11;;;;;;;;;;;;;x
PROV15767;Guatemala Basin #12;;;;;;;;;;;;;x
PROV15768;Guatemala Basin #13;;;;;;;;;;;;;x
PROV15769;Guatemala Basin #14;;;;;;;;;;;;;x
PROV15770;Guatemala Basin #15;;;;;;;;;;;;;x
PROV15771;Guatemala Basin #16;;;;;;;;;;;;;x
PROV15772;Guatemala Basin #17;;;;;;;;;;;;;x
PROV15773;East Pacific Ocean #138;;;;;;;;;;;;;x
PROV15774;East Pacific Ocean #165;;;;;;;;;;;;;x
PROV15775;East Pacific Ocean #164;;;;;;;;;;;;;x
PROV15776;East Pacific Ocean #161;;;;;;;;;;;;;x
PROV15777;East Pacific Ocean #160;;;;;;;;;;;;;x
PROV15778;East Pacific Ocean #157;;;;;;;;;;;;;x
PROV15779;East Pacific Ocean #154;;;;;;;;;;;;;x
PROV15780;Northwest Easter Island;;;;;;;;;;;;;x
PROV15781;Southwest Easter Island;;;;;;;;;;;;;x
PROV15782;South Pacific Ocean #211;;;;;;;;;;;;;x
PROV15783;South Pacific Ocean #212;;;;;;;;;;;;;x
PROV15784;South Pacific Ocean #213;;;;;;;;;;;;;x
PROV15785;South Pacific Ocean #214;;;;;;;;;;;;;x
PROV15786;South Pacific Ocean #215;;;;;;;;;;;;;x
PROV15787;South Pacific Ocean #216;;;;;;;;;;;;;x
PROV15788;South Pacific Ocean #217;;;;;;;;;;;;;x
PROV15789;South Pacific Ocean #218;;;;;;;;;;;;;x
PROV15790;South Pacific Ocean #219;;;;;;;;;;;;;x
PROV15791;Mazatlan Coast;;;;;;;;;;;;;x
PROV15792;Guatemala Basin #19;;;;;;;;;;;;;x
PROV15793;Guatemala Basin #20;;;;;;;;;;;;;x
PROV15794;Guatemala Basin #21;;;;;;;;;;;;;x
PROV15795;Guatemala Basin #22;;;;;;;;;;;;;x
PROV15796;Guatemala Basin #23;;;;;;;;;;;;;x
PROV15797;Guatemala Basin #24;;;;;;;;;;;;;x
PROV15798;Guatemala Basin #25;;;;;;;;;;;;;x
PROV15799;Guatemala Basin #26;;;;;;;;;;;;;x
PROV15800;East Pacific Ocean #141;;;;;;;;;;;;;x
PROV15801;East Pacific Ocean #142;;;;;;;;;;;;;x
PROV15802;East Pacific Ocean #143;;;;;;;;;;;;;x
PROV15803;East Pacific Ocean #144;;;;;;;;;;;;;x
PROV15804;East Pacific Ocean #147;;;;;;;;;;;;;x
PROV15805;East Pacific Ocean #149;;;;;;;;;;;;;x
PROV15806;East Pacific Ocean #150;;;;;;;;;;;;;x
PROV15807;Northeast Easter Island;;;;;;;;;;;;;x
PROV15808;Southeast Easter Island;;;;;;;;;;;;;x
PROV15809;South Pacific Ocean #221;;;;;;;;;;;;;x
PROV15810;South Pacific Ocean #222;;;;;;;;;;;;;x
PROV15811;South Pacific Ocean #223;;;;;;;;;;;;;x
PROV15812;South Pacific Ocean #224;;;;;;;;;;;;;x
PROV15813;South Pacific Ocean #225;;;;;;;;;;;;;x
PROV15814;South Pacific Ocean #226;;;;;;;;;;;;;x
PROV15815;South Pacific Ocean #227;;;;;;;;;;;;;x
PROV15816;South Pacific Ocean #228;;;;;;;;;;;;;x
PROV15817;South Pacific Ocean #229;;;;;;;;;;;;;x
PROV15818;Bahia de Banderas;;;;;;;;;;;;;x
PROV15819;Guatemala Basin #27;;;;;;;;;;;;;x
PROV15820;Guatemala Basin #28;;;;;;;;;;;;;x
PROV15821;Guatemala Basin #29;;;;;;;;;;;;;x
PROV15822;Guatemala Basin #30;;;;;;;;;;;;;x
PROV15823;Guatemala Basin #31;;;;;;;;;;;;;x
PROV15824;Guatemala Basin #32;;;;;;;;;;;;;x
PROV15825;East Pacific Ocean #168;;;;;;;;;;;;;x
PROV15826;East Pacific Ocean #169;;;;;;;;;;;;;x
PROV15827;East Pacific Ocean #170;;;;;;;;;;;;;x
PROV15828;East Pacific Ocean #145;;;;;;;;;;;;;x
PROV15829;East Pacific Ocean #146;;;;;;;;;;;;;x
PROV15830;East Pacific Ocean #148;;;;;;;;;;;;;x
PROV15831;East Pacific Ocean #156;;;;;;;;;;;;;x
PROV15832;East Pacific Ocean #152;;;;;;;;;;;;;x
PROV15833;Chile Basin #1;;;;;;;;;;;;;x
PROV15834;Chile Basin #2;;;;;;;;;;;;;x
PROV15835;Chile Basin #3;;;;;;;;;;;;;x
PROV15836;Chile Basin #4;;;;;;;;;;;;;x
PROV15837;Chile Basin #5;;;;;;;;;;;;;x
PROV15838;Chile Basin #6;;;;;;;;;;;;;x
PROV15839;Chile Basin #7;;;;;;;;;;;;;x
PROV15840;Chile Basin #8;;;;;;;;;;;;;x
PROV15841;Chile Basin #9;;;;;;;;;;;;;x
PROV15842;Chile Basin #10;;;;;;;;;;;;;x
PROV15843;Reindeer Lake;;;;;;;;;;;;;x
PROV15844;Bahia Petacalco;;;;;;;;;;;;;x
PROV15845;Guatemala Basin #34;;;;;;;;;;;;;x
PROV15846;Guatemala Basin #35;;;;;;;;;;;;;x
PROV15847;Guatemala Basin #36;;;;;;;;;;;;;x
PROV15848;Guatemala Basin #37;;;;;;;;;;;;;x
PROV15849;Guatemala Basin #38;;;;;;;;;;;;;x
PROV15850;Guatemala Basin #39;;;;;;;;;;;;;x
PROV15851;Peru Basin #2;;;;;;;;;;;;;x
PROV15852;Peru Basin #3;;;;;;;;;;;;;x
PROV15853;Peru Basin #4;;;;;;;;;;;;;x
PROV15854;Peru Basin #5;;;;;;;;;;;;;x
PROV15855;Peru Basin #6;;;;;;;;;;;;;x
PROV15856;Peru Basin #7;;;;;;;;;;;;;x
PROV15857;Peru Basin #8;;;;;;;;;;;;;x
PROV15858;Peru Basin #9;;;;;;;;;;;;;x
PROV15859;Peru Basin #10;;;;;;;;;;;;;x
PROV15860;Chile Basin #12;;;;;;;;;;;;;x
PROV15861;Chile Basin #13;;;;;;;;;;;;;x
PROV15862;Chile Basin #14;;;;;;;;;;;;;x
PROV15863;Chile Basin #15;;;;;;;;;;;;;x
PROV15864;Chile Basin #16;;;;;;;;;;;;;x
PROV15865;Chile Basin #17;;;;;;;;;;;;;x
PROV15866;Chile Basin #18;;;;;;;;;;;;;x
PROV15867;Chile Basin #19;;;;;;;;;;;;;x
PROV15868;Chile Basin #20;;;;;;;;;;;;;x
PROV15869;Bahia de Acapulco;;;;;;;;;;;;;x
PROV15870;Guatemala Basin #41;;;;;;;;;;;;;x
PROV15871;Guatemala Basin #42;;;;;;;;;;;;;x
PROV15872;Guatemala Basin #43;;;;;;;;;;;;;x
PROV15873;Guatemala Basin #44;;;;;;;;;;;;;x
PROV15874;Guatemala Basin #45;;;;;;;;;;;;;x
PROV15875;Peru Basin #12;;;;;;;;;;;;;x
PROV15876;Peru Basin #13;;;;;;;;;;;;;x
PROV15877;Peru Basin #14;;;;;;;;;;;;;x
PROV15878;Peru Basin #15;;;;;;;;;;;;;x
PROV15879;Peru Basin #16;;;;;;;;;;;;;x
PROV15880;Peru Basin #17;;;;;;;;;;;;;x
PROV15881;Peru Basin #18;;;;;;;;;;;;;x
PROV15882;Peru Basin #19;;;;;;;;;;;;;x
PROV15883;Peru Basin #20;;;;;;;;;;;;;x
PROV15884;Chile Basin #22;;;;;;;;;;;;;x
PROV15885;Chile Basin #23;;;;;;;;;;;;;x
PROV15886;Chile Basin #24;;;;;;;;;;;;;x
PROV15887;Chile Basin #25;;;;;;;;;;;;;x
PROV15888;Chile Basin #26;;;;;;;;;;;;;x
PROV15889;Chile Basin #27;;;;;;;;;;;;;x
PROV15890;Chile Basin #28;;;;;;;;;;;;;x
PROV15891;Chile Basin #29;;;;;;;;;;;;;x
PROV15892;Chile Basin #30;;;;;;;;;;;;;x
PROV15893;Button Bay;;;;;;;;;;;;;x
PROV15894;Galveston Bay;;;;;;;;;;;;;x
PROV15895;Matagorda Bay;;;;;;;;;;;;;x
PROV15896;Gulf of Mexico #1;;;;;;;;;;;;;x
PROV15897;Bay of Campeche;;;;;;;;;;;;;x
PROV15898;Gulf of Tehuantepec;;;;;;;;;;;;;x
PROV15899;Guatemala Basin #49;;;;;;;;;;;;;x
PROV15900;Guatemala Basin #50;;;;;;;;;;;;;x
PROV15901;Guatemala Basin #51;;;;;;;;;;;;;x
PROV15902;Guatemala Basin #52;;;;;;;;;;;;;x
PROV15903;Guatemala Basin #53;;;;;;;;;;;;;x
PROV15904;Peru Basin #22;;;;;;;;;;;;;x
PROV15905;Peru Basin #23;;;;;;;;;;;;;x
PROV15906;Peru Basin #24;;;;;;;;;;;;;x
PROV15907;Peru Basin #25;;;;;;;;;;;;;x
PROV15908;Peru Basin #26;;;;;;;;;;;;;x
PROV15909;Peru Basin #27;;;;;;;;;;;;;x
PROV15910;Peru Basin #28;;;;;;;;;;;;;x
PROV15911;Peru Basin #29;;;;;;;;;;;;;x
PROV15912;Peru Basin #30;;;;;;;;;;;;;x
PROV15913;Chile Basin #32;;;;;;;;;;;;;x
PROV15914;Chile Basin #33;;;;;;;;;;;;;x
PROV15915;Chile Basin #34;;;;;;;;;;;;;x
PROV15916;Chile Basin #35;;;;;;;;;;;;;x
PROV15917;Chile Basin #36;;;;;;;;;;;;;x
PROV15918;Chile Basin #37;;;;;;;;;;;;;x
PROV15919;Chile Basin #38;;;;;;;;;;;;;x
PROV15920;Chile Basin #39;;;;;;;;;;;;;x
PROV15921;Chile Basin #40;;;;;;;;;;;;;x
PROV15922;Rankin Inlet;;;;;;;;;;;;;x
PROV15923;La Perouse Bay;;;;;;;;;;;;;x
PROV15924;Cape Tatnam Coast;;;;;;;;;;;;;x
PROV15925;Vermilion Bay;;;;;;;;;;;;;x
PROV15926;Gulf of Mexico #3;;;;;;;;;;;;;x
PROV15927;Gulf of Mexico #2;;;;;;;;;;;;;x
PROV15928;Laguna de Terminos;;;;;;;;;;;;;x
PROV15929;Laguna del Viejo;;;;;;;;;;;;;x
PROV15930;Guatemala Basin #57;;;;;;;;;;;;;x
PROV15931;Guatemala Basin #58;;;;;;;;;;;;;x
PROV15932;Guatemala Basin #59;;;;;;;;;;;;;x
PROV15933;Canal de San Salvador;;;;;;;;;;;;;x
PROV15934;Bahia Isabel;;;;;;;;;;;;;x
PROV15935;Peru Basin #32;;;;;;;;;;;;;x
PROV15936;Peru Basin #33;;;;;;;;;;;;;x
PROV15937;Peru Basin #34;;;;;;;;;;;;;x
PROV15938;Peru Basin #35;;;;;;;;;;;;;x
PROV15939;Peru Basin #36;;;;;;;;;;;;;x
PROV15940;Peru Basin #37;;;;;;;;;;;;;x
PROV15941;Peru Basin #38;;;;;;;;;;;;;x
PROV15942;Peru Basin #39;;;;;;;;;;;;;x
PROV15943;Peru Basin #40;;;;;;;;;;;;;x
PROV15944;Chile Basin #42;;;;;;;;;;;;;x
PROV15945;Chile Basin #43;;;;;;;;;;;;;x
PROV15946;Chile Basin #44;;;;;;;;;;;;;x
PROV15947;Chile Basin #45;;;;;;;;;;;;;x
PROV15948;Chile Basin #46;;;;;;;;;;;;;x
PROV15949;Chile Basin #47;;;;;;;;;;;;;x
PROV15950;Chile Basin #48;;;;;;;;;;;;;x
PROV15951;Chile Basin #49;;;;;;;;;;;;;x
PROV15952;Chile Basin #50;;;;;;;;;;;;;x
PROV15953;Rose Welcome Sound;;;;;;;;;;;;;x
PROV15954;Hudson Bay #2;;;;;;;;;;;;;x
PROV15955;Hudson Bay #1;;;;;;;;;;;;;x
PROV15956;Hudson Bay #8;;;;;;;;;;;;;x
PROV15957;Lake Superior;;;;;;;;;;;;;x
PROV15958;Lake Michigan;;;;;;;;;;;;;x
PROV15959;Mississippi Sound;;;;;;;;;;;;;x
PROV15960;Gulf of Mexico #4;;;;;;;;;;;;;x
PROV15961;Arrecife Arracan Reef;;;;;;;;;;;;;x
PROV15962;Golfo de Honduras;;;;;;;;;;;;;x
PROV15963;Golfo de Fonseca;;;;;;;;;;;;;x
PROV15964;Guatemala Basin #65;;;;;;;;;;;;;x
PROV15965;Guatemala Basin #66;;;;;;;;;;;;;x
PROV15966;Guatemala Basin #67;;;;;;;;;;;;;x
PROV15967;Canal de Pinzon;;;;;;;;;;;;;x
PROV15968;Peru Basin #41;;;;;;;;;;;;;x
PROV15969;Peru Basin #42;;;;;;;;;;;;;x
PROV15970;Peru Basin #43;;;;;;;;;;;;;x
PROV15971;Peru Basin #44;;;;;;;;;;;;;x
PROV15972;Peru Basin #45;;;;;;;;;;;;;x
PROV15973;Peru Basin #46;;;;;;;;;;;;;x
PROV15974;Peru Basin #47;;;;;;;;;;;;;x
PROV15975;Peru Basin #48;;;;;;;;;;;;;x
PROV15976;Peru Basin #49;;;;;;;;;;;;;x
PROV15977;Chile Basin #52;;;;;;;;;;;;;x
PROV15978;Chile Basin #53;;;;;;;;;;;;;x
PROV15979;Chile Basin #54;;;;;;;;;;;;;x
PROV15980;Chile Basin #55;;;;;;;;;;;;;x
PROV15981;Chile Basin #56;;;;;;;;;;;;;x
PROV15982;Chile Basin #57;;;;;;;;;;;;;x
PROV15983;Chile Basin #58;;;;;;;;;;;;;x
PROV15984;Chile Basin #59;;;;;;;;;;;;;x
PROV15985;Chile Basin #60;;;;;;;;;;;;;x
PROV15986;Fisher Strait;;;;;;;;;;;;;x
PROV15987;Hudson Bay #3;;;;;;;;;;;;;x
PROV15988;Hudson Bay #4;;;;;;;;;;;;;x
PROV15989;Hudson Bay #5;;;;;;;;;;;;;x
PROV15990;Winisk Coast;;;;;;;;;;;;;x
PROV15991;Georgia Bay;;;;;;;;;;;;;x
PROV15992;Apalachee Bay;;;;;;;;;;;;;x
PROV15993;Gulf of Mexico #5;;;;;;;;;;;;;x
PROV15994;Golfo de Guanahacabibes;;;;;;;;;;;;;x
PROV15995;Bahia de la Ascension;;;;;;;;;;;;;x
PROV15996;Laguna de Caratasca;;;;;;;;;;;;;x
PROV15997;Golfo de Nicoya;;;;;;;;;;;;;x
PROV15998;Guatemala Basin #73;;;;;;;;;;;;;x
PROV15999;Guatemala Basin #74;;;;;;;;;;;;;x
PROV16000;Guatemala Basin #75;;;;;;;;;;;;;x
PROV16001;Peru Basin #51;;;;;;;;;;;;;x
PROV16002;Peru Basin #52;;;;;;;;;;;;;x
PROV16003;Peru Basin #53;;;;;;;;;;;;;x
PROV16004;Peru Basin #54;;;;;;;;;;;;;x
PROV16005;Peru Basin #55;;;;;;;;;;;;;x
PROV16006;Peru Basin #56;;;;;;;;;;;;;x
PROV16007;Peru Basin #57;;;;;;;;;;;;;x
PROV16008;Peru Basin #58;;;;;;;;;;;;;x
PROV16009;Peru Basin #59;;;;;;;;;;;;;x
PROV16010;Chile Basin #62;;;;;;;;;;;;;x
PROV16011;Chile Basin #63;;;;;;;;;;;;;x
PROV16012;Chile Basin #64;;;;;;;;;;;;;x
PROV16013;Chile Basin #65;;;;;;;;;;;;;x
PROV16014;Chile Basin #66;;;;;;;;;;;;;x
PROV16015;Chile Basin #67;;;;;;;;;;;;;x
PROV16016;Chile Basin #68;;;;;;;;;;;;;x
PROV16017;Chile Basin #69;;;;;;;;;;;;;x
PROV16018;Chile Basin #70;;;;;;;;;;;;;x
PROV16019;Evans Strait;;;;;;;;;;;;;x
PROV16020;Hudson Bay #6;;;;;;;;;;;;;x
PROV16021;Hudson Bay #7;;;;;;;;;;;;;x
PROV16022;James Bay;;;;;;;;;;;;;x
PROV16023;Lake Huron;;;;;;;;;;;;;x
PROV16024;Tampa Bay;;;;;;;;;;;;;x
PROV16025;Straits of Florida;;;;;;;;;;;;;x
PROV16026;Golfo de Batabano;;;;;;;;;;;;;x
PROV16027;Arrecifes de la Media Luna;;;;;;;;;;;;;x
PROV16028;Laguna de Perlas;;;;;;;;;;;;;x
PROV16029;Golfo de los Mosquitos;;;;;;;;;;;;;x
PROV16030;Bahia de Charco Azul;;;;;;;;;;;;;x
PROV16031;Guatemala Basin #81;;;;;;;;;;;;;x
PROV16032;Ensenda de Mompiche;;;;;;;;;;;;;x
PROV16033;Golfo de Guayaquil;;;;;;;;;;;;;x
PROV16034;Bahia de Sechura;;;;;;;;;;;;;x
PROV16035;Peru Basin #62;;;;;;;;;;;;;x
PROV16036;Peru Basin #63;;;;;;;;;;;;;x
PROV16037;Peru Basin #64;;;;;;;;;;;;;x
PROV16038;Peru Basin #65;;;;;;;;;;;;;x
PROV16039;Peru Basin #66;;;;;;;;;;;;;x
PROV16040;Peru Basin #67;;;;;;;;;;;;;x
PROV16041;Peru Basin #68;;;;;;;;;;;;;x
PROV16042;Peru Basin #69;;;;;;;;;;;;;x
PROV16043;Chile Basin #72;;;;;;;;;;;;;x
PROV16044;Chile Basin #73;;;;;;;;;;;;;x
PROV16045;Chile Basin #74;;;;;;;;;;;;;x
PROV16046;Chile Basin #75;;;;;;;;;;;;;x
PROV16047;Chile Basin #76;;;;;;;;;;;;;x
PROV16048;Chile Basin #77;;;;;;;;;;;;;x
PROV16049;Chile Basin #78;;;;;;;;;;;;;x
PROV16050;Chile Basin #79;;;;;;;;;;;;;x
PROV16051;Chile Basin #80;;;;;;;;;;;;;x
PROV16052;Foxe Channel;;;;;;;;;;;;;x
PROV16053;Kettlestone Bay;;;;;;;;;;;;;x
PROV16054;Ottawa Islands Strait;;;;;;;;;;;;;x
PROV16055;Belcher Islands Strait;;;;;;;;;;;;;x
PROV16056;Cape Jones Coast;;;;;;;;;;;;;x
PROV16057;Boatswain Bay;;;;;;;;;;;;;x
PROV16058;Lake Ontario;;;;;;;;;;;;;x
PROV16059;Port Royal Sound;;;;;;;;;;;;;x
PROV16060;Mosquito Lagoon;;;;;;;;;;;;;x
PROV16061;Providence Channel;;;;;;;;;;;;;x
PROV16062;Great Bahama Bank;;;;;;;;;;;;;x
PROV16063;Golfo de Ana Maria;;;;;;;;;;;;;x
PROV16064;Pedro Cays;;;;;;;;;;;;;x
PROV16065;Caribbean Sea #1;;;;;;;;;;;;;x
PROV16066;Golfo de San Blas;;;;;;;;;;;;;x
PROV16067;Bay of Panama;;;;;;;;;;;;;x
PROV16068;Bahia de Tumaco;;;;;;;;;;;;;x
PROV16069;Peruvian Coast;;;;;;;;;;;;;x
PROV16070;Peru Basin #71;;;;;;;;;;;;;x
PROV16071;Peru Basin #72;;;;;;;;;;;;;x
PROV16072;Peru Basin #73;;;;;;;;;;;;;x
PROV16073;Peru Basin #74;;;;;;;;;;;;;x
PROV16074;Peru Basin #75;;;;;;;;;;;;;x
PROV16075;Peru Basin #76;;;;;;;;;;;;;x
PROV16076;Chile Basin #82;;;;;;;;;;;;;x
PROV16077;Chile Basin #83;;;;;;;;;;;;;x
PROV16078;Chile Basin #84;;;;;;;;;;;;;x
PROV16079;Chile Basin #85;;;;;;;;;;;;;x
PROV16080;Chile Basin #86;;;;;;;;;;;;;x
PROV16081;Chile Basin #87;;;;;;;;;;;;;x
PROV16082;Chile Basin #88;;;;;;;;;;;;;x
PROV16083;Chile Basin #89;;;;;;;;;;;;;x
PROV16084;Chile Basin #90;;;;;;;;;;;;;x
PROV16085;Andrew Gordon Bay;;;;;;;;;;;;;x
PROV16086;Chesapeake Bay;;;;;;;;;;;;;x
PROV16087;Pamlico Sound;;;;;;;;;;;;;x
PROV16088;North American Basin #9;;;;;;;;;;;;;x
PROV16089;North American Basin #10;;;;;;;;;;;;;x
PROV16090;Treasure Cay;;;;;;;;;;;;;x
PROV16091;Exuma Sound;;;;;;;;;;;;;x
PROV16092;Jamaica Channel;;;;;;;;;;;;;x
PROV16093;Caribbean Sea #2;;;;;;;;;;;;;x
PROV16094;Golfo de Uraba;;;;;;;;;;;;;x
PROV16095;Bahia de Pisco;;;;;;;;;;;;;x
PROV16096;Bahia San Nicolas;;;;;;;;;;;;;x
PROV16097;Peru Basin #79;;;;;;;;;;;;;x
PROV16098;Peru Basin #80;;;;;;;;;;;;;x
PROV16099;Peru Basin #81;;;;;;;;;;;;;x
PROV16100;Peru Basin #82;;;;;;;;;;;;;x
PROV16101;Chile Basin #92;;;;;;;;;;;;;x
PROV16102;Chile Basin #93;;;;;;;;;;;;;x
PROV16103;Chile Basin #94;;;;;;;;;;;;;x
PROV16104;Bahia de Corral;;;;;;;;;;;;;x
PROV16105;Bahia Cucao;;;;;;;;;;;;;x
PROV16106;Golfo Corcovado;;;;;;;;;;;;;x
PROV16107;Golfo Trinidad;;;;;;;;;;;;;x
PROV16108;Nelson Strait;;;;;;;;;;;;;x
PROV16109;Heywood Strait;;;;;;;;;;;;;x
PROV16110;Markham Bay;;;;;;;;;;;;;x
PROV16111;Long Island Sound;;;;;;;;;;;;;x
PROV16112;North American Basin #15;;;;;;;;;;;;;x
PROV16113;North American Basin #16;;;;;;;;;;;;;x
PROV16114;North American Basin #17;;;;;;;;;;;;;x
PROV16115;North American Basin #18;;;;;;;;;;;;;x
PROV16116;North American Basin #19;;;;;;;;;;;;;x
PROV16117;Mayaguana Passage;;;;;;;;;;;;;x
PROV16118;Windward Passage;;;;;;;;;;;;;x
PROV16119;Canal de la Beata;;;;;;;;;;;;;x
PROV16120;Cienaga Grande;;;;;;;;;;;;;x
PROV16121;Punta Colles;;;;;;;;;;;;;x
PROV16122;Caleta Patillos;;;;;;;;;;;;;x
PROV16123;Hornito de Antofagasta;;;;;;;;;;;;;x
PROV16124;Bahia Inglesa;;;;;;;;;;;;;x
PROV16125;Bahia de Coquimbo;;;;;;;;;;;;;x
PROV16126;Central Chilean Coast;;;;;;;;;;;;;x
PROV16127;Bahia de Arauco;;;;;;;;;;;;;x
PROV16128;Strait of Magellan;;;;;;;;;;;;;x
PROV16129;Hudson Strait;;;;;;;;;;;;;x
PROV16130;Cape Cod Bay;;;;;;;;;;;;;x
PROV16131;Buzzard's Bay;;;;;;;;;;;;;x
